timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs,indoor_temp_c_z2,indoor_temp_c_z2_obs,indoor_temp_c_z2_smooth,outdoor_temp_c_smooth,indoor_temp_c_smooth
2024-01-01 00:00,6.3,5.94,1,0.0375,0.08,19.931,0,6.257,5.85,1,0.037551,0.081288,19.743,17.95,17.572,17.7,6.269,19.791
2024-01-01 00:30,6.2,6.94,1,0.0375,0.08,19.862,0,6.468,7.21,0,0.037544,0.080931,19.993,17.899,17.921,17.708,6.282,19.794
2024-01-01 01:00,6.1,7.94,1,0.0375,0.08,19.794,0,5.879,7.43,1,0.037211,0.079225,20.156,17.848,17.863,17.703,6.108,19.784
2024-01-01 01:30,6.2,8.33,1,0.0375,0.08,19.725,0,6.112,7.9,1,0.037664,0.079807,19.8,17.798,17.848,17.688,6.164,19.752
2024-01-01 02:00,6.3,8.72,1,0.0375,0.08,19.658,0,6.535,8.16,1,0.03747,0.079016,19.85,17.749,17.716,17.662,6.271,19.716
2024-01-01 02:30,6.3,9.15,1,1.2875,0.08,19.718,0,5.766,8.85,1,1.292955,0.079198,19.701,17.699,17.64,17.634,6.113,19.672
2024-01-01 03:00,6.3,9.58,1,0.0375,0.08,19.65,0,6.334,9.99,1,0.037509,0.080367,19.6,17.651,17.931,17.605,6.304,19.626
2024-01-01 03:30,6.6,9.03,1,0.0375,0.08,19.585,0,6.409,9.39,1,0.037453,0.081869,19.421,17.604,17.384,17.555,6.464,19.582
2024-01-01 04:00,6.9,8.47,1,0.0375,0.08,19.521,0,7.131,9.18,1,0.037089,0.08166,19.358,17.558,17.361,17.517,6.679,19.548
2024-01-01 04:30,6.6,8.08,1,0.0375,0.08,19.457,0,6.37,7.2,1,0.037506,0.080203,19.394,17.512,17.657,17.488,6.442,19.526
2024-01-01 05:00,6.3,7.69,1,0.0375,0.08,19.391,0,6.474,8.85,1,0.037392,0.081073,19.039,17.464,17.734,17.448,6.276,19.512
2024-01-01 05:30,6.0,7.62,1,0.0375,0.08,19.324,0,5.772,7.72,1,0.037364,0.079765,18.956,17.414,17.198,17.391,5.912,19.527
2024-01-01 06:00,5.7,7.56,1,0.0375,0.08,19.256,0,5.53,7.77,1,0.037418,0.079979,19.348,17.364,17.392,17.345,5.689,19.578
2024-01-01 06:30,5.7,7.4,1,0.0375,0.08,19.188,0,5.33,6.76,1,0.037669,0.080305,19.433,17.313,17.307,17.297,5.624,19.644
2024-01-01 07:00,5.7,7.25,1,0.0375,9.863575,20.0,1,6.286,7.07,0,0.037448,9.716844,19.847,17.263,17.227,17.248,5.854,19.723
2024-01-01 07:30,5.6,7.19,1,0.995833,0.08,20.023,0,5.508,7.0,1,0.984003,0.080569,20.134,17.216,17.106,17.201,5.652,19.794
2024-01-01 08:00,5.5,7.14,1,2.120833,0.08,20.16,0,5.312,7.14,1,2.126966,0.07951,19.984,17.169,16.959,17.159,5.593,19.844
2024-01-01 08:30,5.55,7.22,0,0.870833,0.08,20.169,0,5.842,7.91,0,0.871791,0.079032,20.346,17.124,17.125,17.13,5.816,19.885
2024-01-01 09:00,5.6,7.31,0,0.0375,0.08,20.094,0,6.285,7.45,0,0.037579,0.079402,20.477,17.08,17.226,17.101,6.013,19.897
2024-01-01 09:30,5.75,6.96,0,0.0375,0.08,20.021,0,5.87,6.89,0,0.037788,0.08057,20.031,17.036,16.932,17.064,5.938,19.872
2024-01-01 10:00,5.9,6.61,0,0.0375,0.08,19.949,0,5.526,6.71,0,0.037637,0.079397,20.008,16.993,17.235,17.036,5.93,19.838
2024-01-01 10:30,6.35,6.65,0,0.0375,0.08,19.879,0,6.325,6.32,0,0.037772,0.079965,19.656,16.952,17.044,16.995,6.327,19.794
2024-01-01 11:00,6.8,6.69,0,0.0375,0.08,19.812,0,6.955,6.94,0,0.037385,0.079695,19.826,16.914,16.989,16.951,6.727,19.758
2024-01-01 11:30,7.0,5.69,0,0.0375,0.08,19.746,0,6.853,5.43,0,0.037546,0.079763,19.768,16.877,17.174,16.905,6.899,19.717
2024-01-01 12:00,7.2,4.69,0,0.0375,0.08,19.682,0,7.236,4.95,0,0.037309,0.079609,19.76,16.841,16.486,16.842,7.116,19.674
2024-01-01 12:30,7.25,4.67,0,0.0375,0.08,19.619,0,7.3,4.88,0,0.037313,0.080415,19.58,16.805,16.508,16.801,7.213,19.625
2024-01-01 13:00,7.3,4.64,0,0.0375,0.08,19.556,0,7.436,4.62,0,0.037302,0.081347,19.557,16.77,16.9,16.778,7.223,19.579
2024-01-01 13:30,7.25,3.87,0,0.0375,0.08,19.493,0,6.952,4.04,0,0.037501,0.081813,19.121,16.734,16.873,16.748,7.021,19.535
2024-01-01 14:00,7.2,3.11,0,0.0375,0.08,19.43,0,7.108,3.06,0,0.037754,0.078192,19.778,16.699,16.526,16.71,6.887,19.516
2024-01-01 14:30,6.55,2.86,0,0.0375,0.08,19.365,0,6.724,3.36,0,0.037447,0.080162,18.944,16.66,17.06,16.683,6.533,19.481
2024-01-01 15:00,5.9,2.61,0,0.0375,0.08,19.296,0,5.85,3.48,0,0.037083,0.080935,19.551,16.617,16.61,16.633,5.987,19.479
2024-01-01 15:30,5.4,2.97,0,0.0375,0.08,19.225,0,5.366,2.69,0,0.037742,0.079794,18.905,16.573,16.486,16.585,5.579,19.473
2024-01-01 16:00,4.9,3.33,0,0.0375,0.08,19.153,0,5.272,3.56,0,0.037566,0.079626,19.232,16.526,16.506,16.542,5.384,19.502
2024-01-01 16:30,5.15,3.81,0,0.0375,0.08,19.081,0,5.308,4.43,0,0.037509,0.080403,19.197,16.48,16.384,16.502,5.3,19.549
2024-01-01 17:00,5.4,4.28,0,0.0375,0.08,19.012,0,5.054,3.89,0,0.037303,0.079512,19.136,16.435,16.381,16.469,5.208,19.617
2024-01-01 17:30,5.25,4.53,1,0.1625,11.709135,20.0,1,5.203,4.17,1,0.162176,11.621972,19.865,16.39,16.695,16.442,5.27,19.715
2024-01-01 18:00,5.1,4.78,1,0.0375,0.938969,20.0,1,5.398,5.02,1,0.037573,0.938879,20.036,16.35,16.503,16.399,5.398,19.804
2024-01-01 18:30,5.3,5.32,1,1.1,0.08,20.031,0,5.865,4.9,1,1.097801,0.080343,20.188,16.31,16.04,16.349,5.527,19.879
2024-01-01 19:00,5.5,5.86,1,2.15,0.08,20.169,0,4.823,4.91,1,2.169791,0.080072,20.079,16.272,16.553,16.319,5.319,19.934
2024-01-01 19:30,5.6,6.01,1,0.0375,0.08,20.093,0,5.749,5.91,1,0.037686,0.080633,20.055,16.236,16.506,16.274,5.606,19.98
