timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs,indoor_temp_c_z2,indoor_temp_c_z2_obs,indoor_temp_c_z2_smooth,outdoor_temp_c_smooth,indoor_temp_c_smooth
2024-01-01 00:00,6.3,5.94,1,0.0375,0.08,19.902,0,6.257,5.85,1,0.037551,0.081288,19.714,17.924,17.546,17.587,6.269,19.67
2024-01-01 00:30,6.2,6.94,1,0.0375,0.08,19.803,0,6.468,7.21,0,0.037544,0.080931,19.934,17.847,17.869,17.589,6.282,19.667
2024-01-01 01:00,6.1,7.94,1,0.0375,0.08,19.705,0,5.879,7.43,1,0.037211,0.079225,20.067,17.771,17.786,17.574,6.108,19.647
2024-01-01 01:30,6.2,8.33,1,0.0375,0.08,19.608,0,6.112,7.9,1,0.037664,0.079807,19.683,17.695,17.745,17.546,6.164,19.602
2024-01-01 02:00,6.3,8.72,1,0.0375,0.08,19.512,0,6.535,8.16,1,0.03747,0.079016,19.704,17.621,17.588,17.506,6.271,19.551
2024-01-01 02:30,6.3,9.15,1,1.2875,0.08,19.536,0,5.766,8.85,1,1.292955,0.079198,19.519,17.547,17.488,17.46,6.113,19.49
2024-01-01 03:00,6.3,9.58,1,0.0375,0.08,19.441,0,6.334,9.99,1,0.037509,0.080367,19.391,17.474,17.754,17.413,6.304,19.428
2024-01-01 03:30,6.6,9.03,1,0.0375,0.08,19.349,0,6.409,9.39,1,0.037453,0.081869,19.185,17.404,17.184,17.344,6.464,19.368
2024-01-01 04:00,6.9,8.47,1,0.0375,0.08,19.26,0,7.131,9.18,1,0.037089,0.08166,19.097,17.336,17.139,17.285,6.679,19.32
2024-01-01 04:30,6.6,8.08,1,0.0375,0.08,19.169,0,6.37,7.2,1,0.037506,0.080203,19.106,17.267,17.412,17.235,6.442,19.285
