timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs,indoor_temp_c_z2,indoor_temp_c_z2_obs,indoor_temp_c_z2_smooth,outdoor_temp_c_smooth,indoor_temp_c_smooth
2024-01-01 00:00,6.3,5.94,1,0.0375,0.08,19.943,0,6.257,5.85,1,0.037551,0.081288,19.755,17.96,17.582,17.745,6.269,19.838
2024-01-01 00:30,6.2,6.94,1,0.0375,0.08,19.886,0,6.468,7.21,0,0.037544,0.080931,20.017,17.919,17.941,17.755,6.282,19.843
2024-01-01 01:00,6.1,7.94,1,0.0375,0.08,19.828,0,5.879,7.43,1,0.037211,0.079225,20.19,17.879,17.894,17.754,6.108,19.838
2024-01-01 01:30,6.2,8.33,1,0.0375,0.08,19.772,0,6.112,7.9,1,0.037664,0.079807,19.847,17.838,17.888,17.743,6.164,19.81
2024-01-01 02:00,6.3,8.72,1,0.0375,0.08,19.716,0,6.535,8.16,1,0.03747,0.079016,19.908,17.798,17.765,17.724,6.271,19.78
2024-01-01 02:30,6.3,9.15,1,1.2875,0.08,19.788,0,5.766,8.85,1,1.292955,0.079198,19.771,17.759,17.7,17.702,6.113,19.742
2024-01-01 03:00,6.3,9.58,1,0.0375,0.08,19.732,0,6.334,9.99,1,0.037509,0.080367,19.682,17.72,18.0,17.68,6.304,19.702
2024-01-01 03:30,6.6,9.03,1,0.0375,0.08,19.677,0,6.409,9.39,1,0.037453,0.081869,19.513,17.682,17.462,17.639,6.464,19.664
2024-01-01 04:00,6.9,8.47,1,0.0375,0.08,19.624,0,7.131,9.18,1,0.037089,0.08166,19.461,17.646,17.449,17.608,6.679,19.635
2024-01-01 04:30,6.6,8.08,1,0.0375,0.08,19.57,0,6.37,7.2,1,0.037506,0.080203,19.507,17.608,17.753,17.587,6.442,19.616
2024-01-01 05:00,6.3,7.69,1,0.0375,0.08,19.515,0,6.474,8.85,1,0.037392,0.081073,19.163,17.57,17.84,17.556,6.276,19.605
2024-01-01 05:30,6.0,7.62,1,0.0375,0.08,19.459,0,5.772,7.72,1,0.037364,0.079765,19.091,17.53,17.314,17.508,5.912,19.621
2024-01-01 06:00,5.7,7.56,1,0.0375,0.08,19.401,0,5.53,7.77,1,0.037418,0.079979,19.493,17.489,17.517,17.471,5.689,19.671
2024-01-01 06:30,5.7,7.4,1,0.0375,0.08,19.344,0,5.33,6.76,1,0.037669,0.080305,19.589,17.448,17.442,17.432,5.624,19.731
2024-01-01 07:00,5.7,7.25,1,0.0375,7.896358,20.0,1,6.286,7.07,0,0.037448,7.778891,19.847,17.407,17.371,17.391,5.854,19.801
2024-01-01 07:30,5.6,7.19,1,0.995833,0.08,20.037,0,5.508,7.0,1,0.984003,0.080569,20.148,17.369,17.259,17.352,5.652,19.867
2024-01-01 08:00,5.5,7.14,1,2.120833,0.08,20.189,0,5.312,7.14,1,2.126966,0.07951,20.013,17.331,17.121,17.319,5.593,19.916
2024-01-01 08:30,5.55,7.22,0,0.870833,0.08,20.212,0,5.842,7.91,0,0.871791,0.079032,20.389,17.295,17.296,17.299,5.816,19.959
2024-01-01 09:00,5.6,7.31,0,0.0375,0.08,20.15,0,6.285,7.45,0,0.037579,0.079402,20.533,17.259,17.405,17.278,6.013,19.975
2024-01-01 09:30,5.75,6.96,0,0.0375,0.08,20.088,0,5.87,6.89,0,0.037788,0.08057,20.098,17.224,17.12,17.25,5.938,19.956
2024-01-01 10:00,5.9,6.61,0,0.0375,0.08,20.028,0,5.526,6.71,0,0.037637,0.079397,20.087,17.189,17.431,17.229,5.93,19.928
