timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs,indoor_temp_c_z2,indoor_temp_c_z2_obs,indoor_temp_c_z2_smooth,outdoor_temp_c_smooth,indoor_temp_c_smooth
2024-01-01 00:00,6.3,5.94,1,0.0375,0.08,19.936,0,6.257,5.85,1,0.037551,0.081288,19.748,17.954,17.576,17.719,6.269,19.81
2024-01-01 00:30,6.2,6.94,1,0.0375,0.08,19.872,0,6.468,7.21,0,0.037544,0.080931,20.003,17.908,17.93,17.728,6.282,19.814
2024-01-01 01:00,6.1,7.94,1,0.0375,0.08,19.808,0,5.879,7.43,1,0.037211,0.079225,20.17,17.861,17.876,17.724,6.108,19.806
2024-01-01 01:30,6.2,8.33,1,0.0375,0.08,19.745,0,6.112,7.9,1,0.037664,0.079807,19.82,17.815,17.865,17.711,6.164,19.776
2024-01-01 02:00,6.3,8.72,1,0.0375,0.08,19.682,0,6.535,8.16,1,0.03747,0.079016,19.874,17.769,17.736,17.688,6.271,19.743
2024-01-01 02:30,6.3,9.15,1,1.2875,0.08,19.746,0,5.766,8.85,1,1.292955,0.079198,19.729,17.724,17.665,17.662,6.113,19.701
2024-01-01 03:00,6.3,9.58,1,0.0375,0.08,19.684,0,6.334,9.99,1,0.037509,0.080367,19.634,17.679,17.959,17.636,6.304,19.658
2024-01-01 03:30,6.6,9.03,1,0.0375,0.08,19.623,0,6.409,9.39,1,0.037453,0.081869,19.459,17.636,17.416,17.59,6.464,19.616
2024-01-01 04:00,6.9,8.47,1,0.0375,0.08,19.564,0,7.131,9.18,1,0.037089,0.08166,19.401,17.595,17.398,17.555,6.679,19.584
2024-01-01 04:30,6.6,8.08,1,0.0375,0.08,19.503,0,6.37,7.2,1,0.037506,0.080203,19.44,17.552,17.697,17.529,6.442,19.563
2024-01-01 05:00,6.3,7.69,1,0.0375,0.08,19.442,0,6.474,8.85,1,0.037392,0.081073,19.09,17.508,17.778,17.493,6.276,19.55
2024-01-01 05:30,6.0,7.62,1,0.0375,0.08,19.38,0,5.772,7.72,1,0.037364,0.079765,19.012,17.462,17.246,17.439,5.912,19.566
2024-01-01 06:00,5.7,7.56,1,0.0375,0.08,19.316,0,5.53,7.77,1,0.037418,0.079979,19.408,17.415,17.443,17.397,5.689,19.616
2024-01-01 06:30,5.7,7.4,1,0.0375,0.08,19.253,0,5.33,6.76,1,0.037669,0.080305,19.498,17.369,17.363,17.353,5.624,19.68
2024-01-01 07:00,5.7,7.25,1,0.0375,9.092812,20.0,1,6.286,7.07,0,0.037448,8.957547,19.847,17.322,17.286,17.307,5.854,19.754
2024-01-01 07:30,5.6,7.19,1,0.995833,0.08,20.029,0,5.508,7.0,1,0.984003,0.080569,20.14,17.279,17.169,17.263,5.652,19.823
2024-01-01 08:00,5.5,7.14,1,2.120833,0.08,20.17,0,5.312,7.14,1,2.126966,0.07951,19.994,17.236,17.026,17.225,5.593,19.873
2024-01-01 08:30,5.55,7.22,0,0.870833,0.08,20.185,0,5.842,7.91,0,0.871791,0.079032,20.362,17.195,17.196,17.199,5.816,19.914
2024-01-01 09:00,5.6,7.31,0,0.0375,0.08,20.115,0,6.285,7.45,0,0.037579,0.079402,20.498,17.154,17.3,17.174,6.013,19.928
2024-01-01 09:30,5.75,6.96,0,0.0375,0.08,20.047,0,5.87,6.89,0,0.037788,0.08057,20.057,17.113,17.009,17.141,5.938,19.906
2024-01-01 10:00,5.9,6.61,0,0.0375,0.08,19.98,0,5.526,6.71,0,0.037637,0.079397,20.039,17.074,17.316,17.116,5.93,19.874
2024-01-01 10:30,6.35,6.65,0,0.0375,0.08,19.915,0,6.325,6.32,0,0.037772,0.079965,19.692,17.036,17.128,17.078,6.327,19.832
2024-01-01 11:00,6.8,6.69,0,0.0375,0.08,19.852,0,6.955,6.94,0,0.037385,0.079695,19.866,17.001,17.076,17.037,6.727,19.799
2024-01-01 11:30,7.0,5.69,0,0.0375,0.08,19.791,0,6.853,5.43,0,0.037546,0.079763,19.813,16.967,17.264,16.994,6.899,19.762
2024-01-01 12:00,7.2,4.69,0,0.0375,0.08,19.732,0,7.236,4.95,0,0.037309,0.079609,19.81,16.934,16.579,16.934,7.116,19.722
2024-01-01 12:30,7.25,4.67,0,0.0375,0.08,19.672,0,7.3,4.88,0,0.037313,0.080415,19.633,16.901,16.604,16.896,7.213,19.676
2024-01-01 13:00,7.3,4.64,0,0.0375,0.08,19.614,0,7.436,4.62,0,0.037302,0.081347,19.615,16.868,16.998,16.876,7.223,19.632
2024-01-01 13:30,7.25,3.87,0,0.0375,0.08,19.555,0,6.952,4.04,0,0.037501,0.081813,19.183,16.835,16.974,16.849,7.021,19.59
2024-01-01 14:00,7.2,3.11,0,0.0375,0.08,19.496,0,7.108,3.06,0,0.037754,0.078192,19.844,16.802,16.629,16.814,6.887,19.573
2024-01-01 14:30,6.55,2.86,0,0.0375,0.08,19.435,0,6.724,3.36,0,0.037447,0.080162,19.014,16.766,17.166,16.79,6.533,19.54
2024-01-01 15:00,5.9,2.61,0,0.0375,0.08,19.371,0,5.85,3.48,0,0.037083,0.080935,19.626,16.727,16.72,16.743,5.987,19.539
2024-01-01 15:30,5.4,2.97,0,0.0375,0.08,19.305,0,5.366,2.69,0,0.037742,0.079794,18.985,16.686,16.599,16.698,5.579,19.533
2024-01-01 16:00,4.9,3.33,0,0.0375,0.08,19.237,0,5.272,3.56,0,0.037566,0.079626,19.316,16.642,16.622,16.658,5.384,19.56
2024-01-01 16:30,5.15,3.81,0,0.0375,0.08,19.17,0,5.308,4.43,0,0.037509,0.080403,19.286,16.6,16.504,16.621,5.3,19.604
2024-01-01 17:00,5.4,4.28,0,0.0375,0.08,19.105,0,5.054,3.89,0,0.037303,0.079512,19.229,16.559,16.505,16.592,5.208,19.667
2024-01-01 17:30,5.25,4.53,1,0.1625,10.618609,20.0,1,5.203,4.17,1,0.162176,10.539564,19.865,16.517,16.822,16.567,5.27,19.757
2024-01-01 18:00,5.1,4.78,1,0.0375,0.877652,20.0,1,5.398,5.02,1,0.037573,0.877568,20.036,16.479,16.632,16.527,5.398,19.841
