timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs,indoor_temp_c_z2,indoor_temp_c_z2_obs,indoor_temp_c_z2_smooth,outdoor_temp_c_smooth,indoor_temp_c_smooth
2024-01-01 00:00,6.3,5.94,1,0.0375,0.08,19.917,0,6.257,5.85,1,0.037551,0.081288,19.729,17.937,17.559,17.643,6.269,19.729
2024-01-01 00:30,6.2,6.94,1,0.0375,0.08,19.833,0,6.468,7.21,0,0.037544,0.080931,19.964,17.873,17.895,17.648,6.282,19.729
2024-01-01 01:00,6.1,7.94,1,0.0375,0.08,19.75,0,5.879,7.43,1,0.037211,0.079225,20.112,17.809,17.824,17.638,6.108,19.714
2024-01-01 01:30,6.2,8.33,1,0.0375,0.08,19.667,0,6.112,7.9,1,0.037664,0.079807,19.742,17.746,17.796,17.616,6.164,19.674
2024-01-01 02:00,6.3,8.72,1,0.0375,0.08,19.586,0,6.535,8.16,1,0.03747,0.079016,19.778,17.684,17.651,17.583,6.271,19.63
2024-01-01 02:30,6.3,9.15,1,1.2875,0.08,19.62,0,5.766,8.85,1,1.292955,0.079198,19.603,17.622,17.563,17.545,6.113,19.577
2024-01-01 03:00,6.3,9.58,1,0.0375,0.08,19.539,0,6.334,9.99,1,0.037509,0.080367,19.489,17.561,17.841,17.507,6.304,19.522
2024-01-01 03:30,6.6,9.03,1,0.0375,0.08,19.46,0,6.409,9.39,1,0.037453,0.081869,19.296,17.502,17.282,17.448,6.464,19.47
2024-01-01 04:00,6.9,8.47,1,0.0375,0.08,19.384,0,7.131,9.18,1,0.037089,0.08166,19.221,17.446,17.249,17.399,6.679,19.428
2024-01-01 04:30,6.6,8.08,1,0.0375,0.08,19.306,0,6.37,7.2,1,0.037506,0.080203,19.243,17.387,17.532,17.359,6.442,19.399
2024-01-01 05:00,6.3,7.69,1,0.0375,0.08,19.227,0,6.474,8.85,1,0.037392,0.081073,18.875,17.327,17.597,17.309,6.276,19.38
2024-01-01 05:30,6.0,7.62,1,0.0375,0.08,19.147,0,5.772,7.72,1,0.037364,0.079765,18.779,17.266,17.05,17.24,5.912,19.392
2024-01-01 06:00,5.7,7.56,1,0.0375,0.08,19.065,0,5.53,7.77,1,0.037418,0.079979,19.157,17.203,17.231,17.184,5.689,19.443
2024-01-01 06:30,5.7,7.4,1,0.0375,0.08,18.984,0,5.33,6.76,1,0.037669,0.080305,19.229,17.14,17.134,17.124,5.624,19.512
2024-01-01 07:00,5.7,7.25,1,0.0375,12.08,19.885,1,6.286,7.07,0,0.037448,11.900297,19.732,17.078,17.042,17.064,5.854,19.598
2024-01-01 07:30,5.6,7.19,1,0.995833,1.489705,20.0,1,5.508,7.0,1,0.984003,1.500296,20.111,17.019,16.909,17.005,5.652,19.676
2024-01-01 08:00,5.5,7.14,1,2.120833,0.08,20.102,0,5.312,7.14,1,2.126966,0.07951,19.926,16.961,16.751,16.953,5.593,19.727
2024-01-01 08:30,5.55,7.22,0,0.870833,0.08,20.088,0,5.842,7.91,0,0.871791,0.079032,20.265,16.905,16.906,16.913,5.816,19.766
2024-01-01 09:00,5.6,7.31,0,0.0375,0.08,19.998,0,6.285,7.45,0,0.037579,0.079402,20.381,16.849,16.995,16.873,6.013,19.773
2024-01-01 09:30,5.75,6.96,0,0.0375,0.08,19.91,0,5.87,6.89,0,0.037788,0.08057,19.92,16.794,16.69,16.826,5.938,19.742
2024-01-01 10:00,5.9,6.61,0,0.0375,0.08,19.823,0,5.526,6.71,0,0.037637,0.079397,19.882,16.74,16.982,16.787,5.93,19.7
2024-01-01 10:30,6.35,6.65,0,0.0375,0.08,19.74,0,6.325,6.32,0,0.037772,0.079965,19.517,16.69,16.782,16.736,6.327,19.647
2024-01-01 11:00,6.8,6.69,0,0.0375,0.08,19.659,0,6.955,6.94,0,0.037385,0.079695,19.673,16.642,16.717,16.682,6.727,19.602
2024-01-01 11:30,7.0,5.69,0,0.0375,0.08,19.581,0,6.853,5.43,0,0.037546,0.079763,19.603,16.596,16.893,16.626,6.899,19.553
2024-01-01 12:00,7.2,4.69,0,0.0375,0.08,19.504,0,7.236,4.95,0,0.037309,0.079609,19.582,16.551,16.196,16.553,7.116,19.5
2024-01-01 12:30,7.25,4.67,0,0.0375,0.08,19.428,0,7.3,4.88,0,0.037313,0.080415,19.389,16.506,16.209,16.503,7.213,19.442
2024-01-01 13:00,7.3,4.64,0,0.0375,0.08,19.353,0,7.436,4.62,0,0.037302,0.081347,19.354,16.462,16.592,16.471,7.223,19.388
2024-01-01 13:30,7.25,3.87,0,0.0375,0.08,19.278,0,6.952,4.04,0,0.037501,0.081813,18.906,16.418,16.557,16.431,7.021,19.335
2024-01-01 14:00,7.2,3.11,0,0.0375,0.08,19.204,0,7.108,3.06,0,0.037754,0.078192,19.552,16.374,16.201,16.384,6.887,19.31
2024-01-01 14:30,6.55,2.86,0,0.0375,0.08,19.126,0,6.724,3.36,0,0.037447,0.080162,18.705,16.325,16.725,16.348,6.533,19.269
2024-01-01 15:00,5.9,2.61,0,0.0375,0.08,19.044,0,5.85,3.48,0,0.037083,0.080935,19.299,16.273,16.266,16.288,5.987,19.264
2024-01-01 15:30,5.4,2.97,0,0.0375,0.08,18.96,0,5.366,2.69,0,0.037742,0.079794,18.64,16.218,16.131,16.23,5.579,19.256
2024-01-01 16:00,4.9,3.33,0,0.0375,0.08,18.873,0,5.272,3.56,0,0.037566,0.079626,18.952,16.16,16.14,16.178,5.384,19.287
2024-01-01 16:30,5.15,3.81,0,0.0375,0.08,18.789,0,5.308,4.43,0,0.037509,0.080403,18.905,16.104,16.008,16.128,5.3,19.339
2024-01-01 17:00,5.4,4.28,0,0.0375,0.08,18.706,0,5.054,3.89,0,0.037303,0.079512,18.83,16.05,15.996,16.086,5.208,19.418
2024-01-01 17:30,5.25,4.53,1,0.1625,12.08,19.616,1,5.203,4.17,1,0.162176,11.990076,19.481,15.995,16.3,16.05,5.27,19.534
2024-01-01 18:00,5.1,4.78,1,0.0375,5.876753,20.0,1,5.398,5.02,1,0.037573,5.876191,20.036,15.944,16.097,15.998,5.398,19.653
2024-01-01 18:30,5.3,5.32,1,1.1,0.08,20.005,0,5.865,4.9,1,1.097801,0.080343,20.162,15.896,15.626,15.939,5.527,19.748
2024-01-01 19:00,5.5,5.86,1,2.15,0.08,20.108,0,4.823,4.91,1,2.169791,0.080072,20.018,15.849,16.13,15.9,5.319,19.817
2024-01-01 19:30,5.6,6.01,1,0.0375,0.08,20.017,0,5.749,5.91,1,0.037686,0.080633,19.979,15.805,16.075,15.847,5.606,19.874
2024-01-01 20:00,5.7,6.17,1,0.0375,0.979905,20.0,1,5.659,5.84,1,0.037481,0.991208,20.32,15.76,15.543,15.78,5.751,19.924
2024-01-01 20:30,5.9,6.83,1,1.225,0.08,20.02,0,6.163,7.12,1,1.235516,0.080031,19.918,15.718,15.6,15.727,5.987,19.95
2024-01-01 21:00,6.1,7.5,1,0.975,0.08,20.018,0,6.079,6.87,1,0.976925,0.080019,20.339,15.677,15.387,15.683,6.048,19.977
2024-01-01 21:30,6.2,7.4,1,1.0875,0.08,20.028,0,5.654,7.13,1,1.089196,0.080335,19.875,15.638,16.038,15.656,6.078,19.982
2024-01-01 22:00,6.3,7.31,1,0.0375,0.805692,20.0,1,6.47,6.36,1,0.037535,0.811606,20.278,15.599,15.809,15.606,6.532,19.994
2024-01-01 22:30,6.85,6.85,1,1.2875,0.08,20.032,0,7.079,6.51,1,1.295877,0.081523,20.393,15.564,15.153,15.544,7.047,19.988
2024-01-01 23:00,7.4,6.39,1,0.0375,0.08,19.951,0,7.631,5.43,0,0.037486,0.079284,20.278,15.533,15.381,15.506,7.53,19.956
2024-01-01 23:30,7.6,6.11,1,0.0375,0.08,19.873,0,7.96,5.42,1,0.037521,0.079628,20.148,15.503,15.218,15.475,7.913,19.905
2024-01-02 00:00,7.8,5.83,1,0.0375,0.08,19.796,0,7.895,6.74,1,0.037386,0.08134,19.802,15.474,15.517,15.461,8.249,19.838
2024-01-02 00:30,8.85,6.03,1,0.0375,0.08,19.726,0,8.944,6.45,1,0.037648,0.079866,19.599,15.452,15.295,15.443,8.939,19.774
2024-01-02 01:00,9.9,6.22,1,0.0375,0.08,19.664,0,10.269,6.15,1,0.037872,0.081407,19.886,15.436,15.898,15.434,9.624,19.72
2024-01-02 01:30,9.8,6.96,1,0.0375,0.08,19.601,0,9.786,7.2,1,0.037478,0.079312,19.413,15.42,15.272,15.396,9.665,19.656
2024-01-02 02:00,9.7,7.69,1,0.0375,0.08,19.538,0,9.405,8.12,1,0.037497,0.079955,19.76,15.402,15.29,15.366,9.585,19.607
2024-01-02 02:30,9.85,8.08,1,0.0375,0.08,19.476,0,9.756,7.27,1,0.037453,0.08023,19.384,15.386,15.232,15.341,9.686,19.549
2024-01-02 03:00,10.0,8.47,1,0.0375,0.08,19.415,0,9.772,9.36,1,0.03745,0.080654,19.245,15.37,15.48,15.323,9.716,19.501
2024-01-02 03:30,9.85,8.36,1,0.0375,0.08,19.355,0,9.806,8.61,1,0.037762,0.07956,19.582,15.354,15.195,15.295,9.689,19.469
2024-01-02 04:00,9.7,8.25,1,0.0375,0.08,19.293,0,9.581,8.85,0,0.037454,0.080825,19.037,15.336,15.196,15.273,9.547,19.43
2024-01-02 04:30,9.5,7.83,1,0.0375,0.08,19.231,0,9.184,7.95,1,0.037102,0.080289,19.266,15.317,15.2,15.256,9.369,19.415
2024-01-02 05:00,9.3,7.42,1,0.0375,0.08,19.168,0,9.611,7.73,1,0.037323,0.081271,19.17,15.297,14.998,15.242,9.377,19.41
2024-01-02 05:30,9.15,6.44,1,0.0375,0.08,19.105,0,9.182,6.77,0,0.037507,0.080908,19.151,15.275,15.212,15.244,9.151,19.42
2024-01-02 06:00,9.0,5.47,1,0.0375,0.08,19.041,0,8.637,5.83,1,0.037428,0.079118,19.052,15.253,15.545,15.248,8.894,19.447
2024-01-02 06:30,8.7,4.22,1,0.0375,0.08,18.976,0,9.2,4.25,1,0.037655,0.080523,19.202,15.229,15.679,15.233,8.895,19.498
2024-01-02 07:00,8.4,2.97,1,0.0375,12.08,19.891,1,8.304,2.95,1,0.03762,11.971271,19.985,15.203,14.922,15.19,8.59,19.568
2024-01-02 07:30,8.3,2.97,1,0.0375,2.323957,20.0,1,8.702,2.92,1,0.0377,2.303777,19.955,15.181,14.948,15.164,8.571,19.612
2024-01-02 08:00,8.2,2.97,1,0.0375,1.004741,20.0,1,8.383,2.42,1,0.037492,0.99335,19.991,15.158,15.308,15.151,8.422,19.634
2024-01-02 08:30,8.35,3.14,0,0.0375,0.08,19.925,0,8.018,2.49,0,0.037395,0.079542,20.07,15.137,15.214,15.129,8.311,19.634
2024-01-02 09:00,8.5,3.31,0,0.0375,0.08,19.852,0,8.464,3.74,0,0.037588,0.080443,19.744,15.117,14.823,15.102,8.494,19.607
2024-01-02 09:30,8.7,3.11,0,0.0375,0.08,19.78,0,8.982,3.31,0,0.03739,0.080275,19.4,15.098,15.307,15.091,8.706,19.571
2024-01-02 10:00,8.9,2.92,0,0.0375,0.08,19.711,0,8.5,2.53,0,0.037518,0.079221,19.897,15.08,15.087,15.068,8.643,19.546
2024-01-02 10:30,8.8,2.82,0,0.0375,0.08,19.641,0,8.813,1.84,0,0.037228,0.080647,19.38,15.061,14.983,15.043,8.721,19.499
2024-01-02 11:00,8.7,2.72,0,0.0375,0.08,19.571,0,8.739,3.07,0,0.037667,0.080131,19.483,15.041,14.857,15.022,8.709,19.46
2024-01-02 11:30,8.5,3.06,0,0.0375,0.08,19.5,0,8.671,3.54,0,0.037468,0.07987,19.297,15.02,15.179,15.011,8.666,19.419
2024-01-02 12:00,8.3,3.39,0,0.0375,0.08,19.428,0,8.724,3.51,0,0.037442,0.080061,19.328,14.998,15.093,14.989,8.619,19.386
2024-01-02 12:30,8.4,2.83,0,0.0375,0.08,19.358,0,8.164,3.58,0,0.037504,0.078489,19.357,14.977,15.06,14.962,8.466,19.356
2024-01-02 13:00,8.5,2.28,0,0.0375,0.08,19.289,0,8.871,2.36,0,0.03734,0.080938,19.346,14.956,14.671,14.928,8.615,19.326
2024-01-02 13:30,8.45,2.39,0,0.0375,0.08,19.22,0,8.47,1.17,0,0.037607,0.080059,19.429,14.934,15.146,14.91,8.507,19.295
