timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs,indoor_temp_c_z2,indoor_temp_c_z2_obs,indoor_temp_c_z2_smooth,outdoor_temp_c_smooth,indoor_temp_c_smooth
2024-01-01 00:00,6.3,5.94,1,0.0375,0.08,19.86,0,6.257,5.85,1,0.037551,0.081288,19.672,17.887,17.509,17.43,6.269,19.496
2024-01-01 00:30,6.2,6.94,1,0.0375,0.08,19.721,0,6.468,7.21,0,0.037544,0.080931,19.852,17.775,17.797,17.425,6.282,19.485
2024-01-01 01:00,6.1,7.94,1,0.0375,0.08,19.582,0,5.879,7.43,1,0.037211,0.079225,19.944,17.662,17.677,17.397,6.108,19.451
2024-01-01 01:30,6.2,8.33,1,0.0375,0.08,19.446,0,6.112,7.9,1,0.037664,0.079807,19.521,17.552,17.602,17.351,6.164,19.386
2024-01-01 02:00,6.3,8.72,1,0.0375,0.08,19.312,0,6.535,8.16,1,0.03747,0.079016,19.504,17.443,17.41,17.29,6.271,19.313
2024-01-01 02:30,6.3,9.15,1,1.2875,0.08,19.281,0,5.766,8.85,1,1.292955,0.079198,19.264,17.336,17.277,17.221,6.113,19.227
2024-01-01 03:00,6.3,9.58,1,0.0375,0.08,19.149,0,6.334,9.99,1,0.037509,0.080367,19.099,17.23,17.51,17.148,6.304,19.14
2024-01-01 03:30,6.6,9.03,1,0.0375,0.08,19.021,0,6.409,9.39,1,0.037453,0.081869,18.857,17.128,16.908,17.053,6.464,19.055
2024-01-01 04:00,6.9,8.47,1,0.0375,0.08,18.897,0,7.131,9.18,1,0.037089,0.08166,18.734,17.03,16.833,16.967,6.679,18.982
2024-01-01 04:30,6.6,8.08,1,0.0375,0.08,18.772,0,6.37,7.2,1,0.037506,0.080203,18.709,16.93,17.075,16.89,6.442,18.925
2024-01-01 05:00,6.3,7.69,1,0.0375,0.08,18.645,0,6.474,8.85,1,0.037392,0.081073,18.293,16.827,17.097,16.801,6.276,18.882
2024-01-01 05:30,6.0,7.62,1,0.0375,0.08,18.517,0,5.772,7.72,1,0.037364,0.079765,18.149,16.723,16.507,16.693,5.912,18.875
2024-01-01 06:00,5.7,7.56,1,0.0375,0.08,18.386,0,5.53,7.77,1,0.037418,0.079979,18.478,16.617,16.645,16.597,5.689,18.914
2024-01-01 06:30,5.7,7.4,1,0.0375,0.08,18.257,0,5.33,6.76,1,0.037669,0.080305,18.502,16.511,16.505,16.498,5.624,18.98
2024-01-01 07:00,5.7,7.25,1,0.0375,10.08,18.852,1,6.286,7.07,0,0.037448,9.930049,18.699,16.407,16.371,16.398,5.854,19.075
2024-01-01 07:30,5.6,7.19,1,0.995833,10.08,19.516,1,5.508,7.0,1,0.984003,10.151665,19.627,16.305,16.195,16.301,5.652,19.195
2024-01-01 08:00,5.5,7.14,1,2.120833,6.432611,20.0,1,5.312,7.14,1,2.126966,6.393251,19.824,16.206,15.996,16.21,5.593,19.287
2024-01-01 08:30,5.55,7.22,0,0.870833,0.08,19.918,0,5.842,7.91,0,0.871791,0.079032,20.095,16.11,16.111,16.132,5.816,19.345
2024-01-01 09:00,5.6,7.31,0,0.0375,0.08,19.77,0,6.285,7.45,0,0.037579,0.079402,20.153,16.016,16.162,16.055,6.013,19.357
2024-01-01 09:30,5.75,6.96,0,0.0375,0.08,19.625,0,5.87,6.89,0,0.037788,0.08057,19.635,15.924,15.82,15.972,5.938,19.319
2024-01-01 10:00,5.9,6.61,0,0.0375,0.08,19.483,0,5.526,6.71,0,0.037637,0.079397,19.542,15.835,16.077,15.898,5.93,19.262
2024-01-01 10:30,6.35,6.65,0,0.0375,0.08,19.347,0,6.325,6.32,0,0.037772,0.079965,19.124,15.751,15.843,15.813,6.327,19.186
2024-01-01 11:00,6.8,6.69,0,0.0375,0.08,19.217,0,6.955,6.94,0,0.037385,0.079695,19.231,15.672,15.747,15.727,6.727,19.115
2024-01-01 11:30,7.0,5.69,0,0.0375,0.08,19.091,0,6.853,5.43,0,0.037546,0.079763,19.113,15.596,15.893,15.639,6.899,19.037
2024-01-01 12:00,7.2,4.69,0,0.0375,0.08,18.968,0,7.236,4.95,0,0.037309,0.079609,19.046,15.523,15.168,15.535,7.116,18.953
2024-01-01 12:30,7.25,4.67,0,0.0375,0.08,18.846,0,7.3,4.88,0,0.037313,0.080415,18.807,15.45,15.153,15.454,7.213,18.864
2024-01-01 13:00,7.3,4.64,0,0.0375,0.08,18.727,0,7.436,4.62,0,0.037302,0.081347,18.728,15.379,15.509,15.392,7.223,18.779
2024-01-01 13:30,7.25,3.87,0,0.0375,0.08,18.608,0,6.952,4.04,0,0.037501,0.081813,18.236,15.308,15.447,15.322,7.021,18.696
2024-01-01 14:00,7.2,3.11,0,0.0375,0.08,18.491,0,7.108,3.06,0,0.037754,0.078192,18.839,15.237,15.064,15.245,6.887,18.643
2024-01-01 14:30,6.55,2.86,0,0.0375,0.08,18.367,0,6.724,3.36,0,0.037447,0.080162,17.946,15.159,15.559,15.179,6.533,18.577
2024-01-01 15:00,5.9,2.61,0,0.0375,0.08,18.239,0,5.85,3.48,0,0.037083,0.080935,18.494,15.076,15.069,15.089,5.987,18.55
2024-01-01 15:30,5.4,2.97,0,0.0375,0.08,18.107,0,5.366,2.69,0,0.037742,0.079794,17.787,14.988,14.901,15.0,5.579,18.527
2024-01-01 16:00,4.9,3.33,0,0.0375,0.08,17.971,0,5.272,3.56,0,0.037566,0.079626,18.05,14.896,14.876,14.918,5.384,18.551
2024-01-01 16:30,5.15,3.81,0,0.0375,0.08,17.839,0,5.308,4.43,0,0.037509,0.080403,17.955,14.807,14.711,14.838,5.3,18.605
2024-01-01 17:00,5.4,4.28,0,0.0375,0.08,17.711,0,5.054,3.89,0,0.037303,0.079512,17.835,14.722,14.668,14.767,5.208,18.701
2024-01-01 17:30,5.25,4.53,1,0.1625,10.08,18.315,1,5.203,4.17,1,0.162176,10.004964,18.18,14.636,14.941,14.701,5.27,18.85
2024-01-01 18:00,5.1,4.78,1,0.0375,10.08,18.9,1,5.398,5.02,1,0.037573,10.079036,18.936,14.551,14.704,14.621,5.398,19.041
2024-01-01 18:30,5.3,5.32,1,1.1,10.08,19.568,1,5.865,4.9,1,1.097801,10.123176,19.725,14.472,14.202,14.535,5.527,19.239
2024-01-01 19:00,5.5,5.86,1,2.15,5.730603,20.0,1,4.823,4.91,1,2.169791,5.735793,19.91,14.398,14.679,14.47,5.319,19.406
2024-01-01 19:30,5.6,6.01,1,0.0375,2.17385,20.0,1,5.749,5.91,1,0.037686,2.191041,19.962,14.328,14.598,14.392,5.606,19.542
2024-01-01 20:00,5.7,6.17,1,0.0375,2.160853,20.0,1,5.659,5.84,1,0.037481,2.185779,20.32,14.26,14.043,14.301,5.751,19.652
2024-01-01 20:30,5.9,6.83,1,1.225,0.799374,20.0,1,6.163,7.12,1,1.235516,0.79968,19.898,14.195,14.077,14.226,5.987,19.72
2024-01-01 21:00,6.1,7.5,1,0.975,1.053014,20.0,1,6.079,6.87,1,0.976925,1.053267,20.321,14.133,13.843,14.16,6.048,19.777
2024-01-01 21:30,6.2,7.4,1,1.0875,0.913478,20.0,1,5.654,7.13,1,1.089196,0.917303,19.847,14.073,14.473,14.115,6.078,19.799
2024-01-01 22:00,6.3,7.31,1,0.0375,2.08009,20.0,1,6.47,6.36,1,0.037535,2.095358,20.278,14.015,14.225,14.046,6.532,19.819
2024-01-01 22:30,6.85,6.85,1,1.2875,0.598602,20.0,1,7.079,6.51,1,1.295877,0.609994,20.361,13.963,13.552,13.967,7.047,19.81
2024-01-01 23:00,7.4,6.39,1,0.0375,0.08,19.867,0,7.631,5.43,0,0.037486,0.079284,20.194,13.917,13.765,13.914,7.53,19.767
2024-01-01 23:30,7.6,6.11,1,0.0375,0.08,19.737,0,7.96,5.42,1,0.037521,0.079628,20.012,13.874,13.589,13.87,7.913,19.697
2024-01-02 00:00,7.8,5.83,1,0.0375,0.08,19.61,0,7.895,6.74,1,0.037386,0.08134,19.616,13.833,13.876,13.843,8.249,19.608
2024-01-02 00:30,8.85,6.03,1,0.0375,0.08,19.496,0,8.944,6.45,1,0.037648,0.079866,19.369,13.802,13.645,13.815,8.939,19.517
2024-01-02 01:00,9.9,6.22,1,0.0375,0.08,19.394,0,10.269,6.15,1,0.037872,0.081407,19.616,13.783,14.245,13.797,9.624,19.437
2024-01-02 01:30,9.8,6.96,1,0.0375,0.08,19.292,0,9.786,7.2,1,0.037478,0.079312,19.104,13.762,13.614,13.751,9.665,19.345
2024-01-02 02:00,9.7,7.69,1,0.0375,0.08,19.19,0,9.405,8.12,1,0.037497,0.079955,19.412,13.74,13.628,13.714,9.585,19.267
2024-01-02 02:30,9.85,8.08,1,0.0375,0.08,19.091,0,9.756,7.27,1,0.037453,0.08023,18.999,13.72,13.566,13.682,9.686,19.181
2024-01-02 03:00,10.0,8.47,1,0.0375,0.08,18.994,0,9.772,9.36,1,0.03745,0.080654,18.824,13.701,13.811,13.657,9.716,19.107
2024-01-02 03:30,9.85,8.36,1,0.0375,0.08,18.897,0,9.806,8.61,1,0.037762,0.07956,19.124,13.681,13.522,13.622,9.689,19.05
2024-01-02 04:00,9.7,8.25,1,0.0375,0.08,18.8,0,9.581,8.85,0,0.037454,0.080825,18.544,13.659,13.519,13.594,9.547,18.988
2024-01-02 04:30,9.5,7.83,1,0.0375,0.08,18.701,0,9.184,7.95,1,0.037102,0.080289,18.736,13.635,13.518,13.571,9.369,18.954
2024-01-02 05:00,9.3,7.42,1,0.0375,0.08,18.602,0,9.611,7.73,1,0.037323,0.081271,18.604,13.608,13.309,13.55,9.377,18.934
2024-01-02 05:30,9.15,6.44,1,0.0375,0.08,18.502,0,9.182,6.77,0,0.037507,0.080908,18.548,13.581,13.518,13.545,9.151,18.934
2024-01-02 06:00,9.0,5.47,1,0.0375,0.08,18.402,0,8.637,5.83,1,0.037428,0.079118,18.413,13.551,13.843,13.542,8.894,18.959
2024-01-02 06:30,8.7,4.22,1,0.0375,0.08,18.299,0,9.2,4.25,1,0.037655,0.080523,18.525,13.519,13.969,13.52,8.895,19.017
2024-01-02 07:00,8.4,2.97,1,0.0375,10.08,18.918,1,8.304,2.95,1,0.03762,9.989273,19.012,13.484,13.203,13.469,8.59,19.107
2024-01-02 07:30,8.3,2.97,1,0.0375,10.08,19.528,1,8.702,2.92,1,0.0377,9.992469,19.483,13.45,13.217,13.436,8.571,19.202
2024-01-02 08:00,8.2,2.97,1,0.0375,8.282729,20.0,1,8.383,2.42,1,0.037492,8.188822,19.991,13.418,13.568,13.416,8.422,19.28
2024-01-02 08:30,8.35,3.14,0,0.0375,0.08,19.876,0,8.018,2.49,0,0.037395,0.079542,20.021,13.39,13.467,13.386,8.311,19.313
2024-01-02 09:00,8.5,3.31,0,0.0375,0.08,19.754,0,8.464,3.74,0,0.037588,0.080443,19.646,13.363,13.069,13.352,8.494,19.302
2024-01-02 09:30,8.7,3.11,0,0.0375,0.08,19.636,0,8.982,3.31,0,0.03739,0.080275,19.256,13.338,13.547,13.335,8.706,19.269
2024-01-02 10:00,8.9,2.92,0,0.0375,0.08,19.522,0,8.5,2.53,0,0.037518,0.079221,19.708,13.316,13.323,13.305,8.643,19.238
2024-01-02 10:30,8.8,2.82,0,0.0375,0.08,19.407,0,8.813,1.84,0,0.037228,0.080647,19.146,13.292,13.214,13.273,8.721,19.177
2024-01-02 11:00,8.7,2.72,0,0.0375,0.08,19.293,0,8.739,3.07,0,0.037667,0.080131,19.205,13.266,13.082,13.246,8.709,19.117
2024-01-02 11:30,8.5,3.06,0,0.0375,0.08,19.179,0,8.671,3.54,0,0.037468,0.07987,18.976,13.239,13.398,13.229,8.666,19.053
2024-01-02 12:00,8.3,3.39,0,0.0375,0.08,19.063,0,8.724,3.51,0,0.037442,0.080061,18.963,13.21,13.305,13.201,8.619,18.993
2024-01-02 12:30,8.4,2.83,0,0.0375,0.08,18.95,0,8.164,3.58,0,0.037504,0.078489,18.949,13.182,13.265,13.166,8.466,18.935
2024-01-02 13:00,8.5,2.28,0,0.0375,0.08,18.839,0,8.871,2.36,0,0.03734,0.080938,18.896,13.155,12.87,13.126,8.615,18.876
2024-01-02 13:30,8.45,2.39,0,0.0375,0.08,18.728,0,8.47,1.17,0,0.037607,0.080059,18.937,13.127,13.339,13.101,8.507,18.816
2024-01-02 14:00,8.4,2.5,0,0.0375,0.08,18.619,0,8.206,2.36,0,0.037512,0.079518,18.36,13.098,12.891,13.062,8.437,18.748
2024-01-02 14:30,8.4,2.64,0,0.0375,0.08,18.511,0,8.817,3.25,0,0.037533,0.080115,18.397,13.07,13.348,13.033,8.598,18.705
2024-01-02 15:00,8.4,2.78,0,0.0375,0.08,18.403,0,8.691,2.65,0,0.037755,0.080563,18.338,13.042,12.976,12.984,8.539,18.681
2024-01-02 15:30,8.25,3.14,0,0.0375,0.08,18.296,0,8.332,2.18,0,0.03789,0.081584,18.334,13.012,12.831,12.936,8.329,18.678
2024-01-02 16:00,8.1,3.5,0,0.0375,0.08,18.188,0,7.84,3.71,0,0.037302,0.081308,18.229,12.981,12.896,12.895,8.116,18.697
2024-01-02 16:30,8.0,3.64,0,0.0375,0.08,18.08,0,8.413,3.47,0,0.037447,0.079175,18.027,12.948,12.432,12.853,8.179,18.745
2024-01-02 17:00,7.9,3.78,0,0.0375,0.08,17.973,0,7.831,4.68,0,0.037301,0.080089,17.954,12.915,12.758,12.838,8.007,18.838
2024-01-02 17:30,7.85,4.44,1,0.0375,10.08,18.589,1,8.187,3.68,1,0.037603,10.028972,18.321,12.881,12.941,12.828,8.011,18.986
2024-01-02 18:00,7.8,5.11,1,1.2875,10.08,19.298,1,7.748,5.19,1,1.289346,10.143318,19.352,12.85,12.676,12.811,7.839,19.176
2024-01-02 18:30,7.65,4.82,1,3.6375,7.47005,20.0,1,7.991,4.29,1,3.681645,7.48163,20.274,12.82,12.984,12.802,7.759,19.354
2024-01-02 19:00,7.5,4.53,1,1.4625,0.32996,20.0,1,6.996,4.59,1,1.457331,0.326918,20.024,12.791,12.706,12.782,7.446,19.476
2024-01-02 19:30,7.55,4.07,1,0.995833,0.8477,20.0,1,7.632,4.82,1,0.990919,0.842994,19.793,12.763,12.722,12.766,7.584,19.563
2024-01-02 20:00,7.6,3.61,1,3.058333,0.08,20.112,0,7.593,3.16,1,3.056808,0.080604,20.207,12.736,12.826,12.754,7.674,19.635
2024-01-02 20:30,7.65,3.72,1,1.808333,0.08,20.123,0,7.922,4.14,1,1.810835,0.080513,19.803,12.711,12.743,12.736,7.845,19.672
2024-01-02 21:00,7.7,3.83,1,0.0375,0.227034,20.0,1,8.062,3.74,1,0.037599,0.227915,20.018,12.686,12.811,12.719,7.939,19.701
2024-01-02 21:30,7.6,3.67,1,0.0375,1.919161,20.0,1,7.969,3.72,1,0.037735,1.915243,19.966,12.66,12.562,12.696,7.91,19.709
2024-01-02 22:00,7.5,3.5,1,1.4625,0.33265,20.0,1,7.736,3.07,1,1.455143,0.330969,19.881,12.633,12.68,12.68,7.823,19.702
2024-01-02 22:30,7.4,3.33,1,0.1625,1.807949,20.0,1,8.077,3.71,1,0.16286,1.7915,20.252,12.606,12.732,12.666,7.822,19.684
2024-01-02 23:00,7.3,3.17,1,0.0375,0.08,19.864,0,7.461,3.26,1,0.037301,0.082411,20.114,12.579,12.809,12.646,7.567,19.63
2024-01-02 23:30,7.45,3.0,1,0.0375,0.08,19.731,0,7.033,2.45,1,0.037297,0.079876,19.36,12.552,12.692,12.617,7.418,19.546
